id,district,place_name,alternate_name,category,subcategory,latitude,longitude,verification_status,confidence,primary_source_name,primary_source_url,secondary_source_name,secondary_source_url,google_discovery,existing_place_id,duplicate_status,district_status,tourism_relevance,coordinate_status,evidence_notes,recommended_action
158,Rohtas,Maa Tara Chandi Temple & Inscription,Tara Chandi Dham,temple,Cave Shaktipeeth & 12th-C Inscription / ASI,24.9215,84.0612,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,District Administration Rohtas,https://rohtas.nic.in/tourist-places/,"Verified coordinates (24.9215, 84.0612) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,ASI Centrally Protected Monument and premier pilgrimage destination of Rohtas.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument and premier pilgrimage destination of Rohtas..,APPROVE FOR INGESTION
159,Rohtas,Tutla Bhawani Waterfall & Hanging Bridge,Tutla Dham / Tutrahi Falls,waterfall,Canyon Waterfall & Suspension Bridge,24.7815,84.0125,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,District Administration Rohtas,https://rohtas.nic.in/tourist-places/,"Verified coordinates (24.7815, 84.0125) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Flagship eco-tourism and adventure landscape in Bihar, developed by Environment & Forest Department.",EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Flagship eco-tourism and adventure landscape in Bihar, developed by Environment & Forest Department..",APPROVE FOR INGESTION
160,Rohtas,Dhuan Kund & Manjhar Kund Waterfalls,Dhuwan Kund Falls,waterfall,Twin Plateau Waterfalls,24.8912,84.0124,APPROVED-CANDIDATE,HIGH,District Administration Rohtas (NIC Portal),https://rohtas.nic.in/tourist-places/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (24.8912, 84.0124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Highly popular nature tourism destination featured on rohtas.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Rohtas (NIC Portal). Destination features legitimate visitor heritage: Highly popular nature tourism destination featured on rohtas.nic.in..,APPROVE FOR INGESTION
161,Rohtas,Gupta Dham (Gupteshwar Mahadev Cave),Gupteshwar Caves,nature,Stalactite Limestone Cave & Shiva Shrine,24.7512,83.7912,APPROVED-CANDIDATE,HIGH,District Administration Rohtas (NIC Portal),https://rohtas.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (24.7512, 83.7912) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Historic pilgrimage and spelunking destination officially documented on rohtas.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Rohtas (NIC Portal). Destination features legitimate visitor heritage: Historic pilgrimage and spelunking destination officially documented on rohtas.nic.in..,APPROVE FOR INGESTION
162,Rohtas,"Ashokan Inscription, Chandan Shahid Hill",Sasaram Minor Rock Edict,historical,Ashokan Rock Edict / ASI Monument,24.9542,84.0415,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (24.9542, 84.0415) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,ASI Centrally Protected Monument of National Importance.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument of National Importance..,APPROVE FOR INGESTION
163,Saharsa,"Shri Ugratara Sthan, Mahishi",Tara Mandir Mahishi,temple,Tantric Shaktipeeth & Adi Shankaracharya Site,25.8812,86.4412,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.8812, 86.4412) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Paramount spiritual and philosophical pilgrimage center in eastern Mithila, officially featured on saharsa.nic.in.",EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Paramount spiritual and philosophical pilgrimage center in eastern Mithila, officially featured on saharsa.nic.in..",APPROVE FOR INGESTION
164,Saharsa,"Surya Mandir, Kandaha",Kandaha Sun Temple,historical,14th-Century Sun Temple / State Protected,25.8512,86.4125,APPROVED-CANDIDATE,HIGH,District Administration Saharsa (NIC Portal),https://saharsa.nic.in/tourist-places/,Archaeological Survey of India,https://asi.nic.in/,"Verified coordinates (25.8512, 86.4125) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Bihar State Protected Monument and unique architectural gem of Mithila.,EXACT - PINPOINT VERIFIED,Verified by District Administration Saharsa (NIC Portal). Destination features legitimate visitor heritage: Bihar State Protected Monument and unique architectural gem of Mithila..,APPROVE FOR INGESTION
165,Saharsa,"Mandan Bharti Dham, Mahishi",Mandan Mishra Smarak,cultural,Philosophical Heritage Memorial,25.8854,86.4452,APPROVED-CANDIDATE,HIGH,District Administration Saharsa (NIC Portal),https://saharsa.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.8854, 86.4452) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Celebrated intellectual heritage center in Indian philosophical traditions.,EXACT - PINPOINT VERIFIED,Verified by District Administration Saharsa (NIC Portal). Destination features legitimate visitor heritage: Celebrated intellectual heritage center in Indian philosophical traditions..,APPROVE FOR INGESTION
166,Saharsa,Sant Karu Khirhari Temple,Karu Khirhari Dham,cultural,Folk Deity Temple on Kosi River,25.9125,86.3812,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.9125, 86.3812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Prominent folk heritage tourism destination featured on saharsa.nic.in.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Prominent folk heritage tourism destination featured on saharsa.nic.in..",APPROVE FOR INGESTION
167,Saharsa,Matsyagandha Lake & Raktakali Temple,Matsyagandha Tourist Complex,lake,Scenic Lake & Island Temple,25.8785,86.5912,APPROVED-CANDIDATE,HIGH,District Administration Saharsa (NIC Portal),https://saharsa.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.8785, 86.5912) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Key urban recreation and cultural tourism center in Saharsa town.,EXACT - PINPOINT VERIFIED,Verified by District Administration Saharsa (NIC Portal). Destination features legitimate visitor heritage: Key urban recreation and cultural tourism center in Saharsa town..,APPROVE FOR INGESTION
168,Samastipur,Vidyapati Dham,Vidyapatinagar / Vidyapati Smarak,cultural,Literary Heritage Temple & Samadhi,25.6412,85.8124,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.6412, 85.8124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Foremost cultural and literary pilgrimage site of the Mithila region, officially featured on samastipur.nic.in.",EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Foremost cultural and literary pilgrimage site of the Mithila region, officially featured on samastipur.nic.in..",APPROVE FOR INGESTION
169,Samastipur,Dr. Rajendra Prasad Central Agricultural University,Pusa Imperial Agricultural Research Institute,historical,Colonial Architectural Campus & Research Heritage,25.9812,85.6712,APPROVED-CANDIDATE,HIGH,District Administration Samastipur (NIC Portal),https://samastipur.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.9812, 85.6712) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,National heritage institution of agricultural science and architectural grandeur.,EXACT - PINPOINT VERIFIED,Verified by District Administration Samastipur (NIC Portal). Destination features legitimate visitor heritage: National heritage institution of agricultural science and architectural grandeur..,APPROVE FOR INGESTION
170,Samastipur,Thaneshwar Mahadev Mandir,Thaneshwar Mandir,temple,Historic Shiva Temple,25.8542,85.7812,APPROVED-CANDIDATE,HIGH,District Administration Samastipur (NIC Portal),https://samastipur.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.8542, 85.7812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Primary urban pilgrimage destination on samastipur.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Samastipur (NIC Portal). Destination features legitimate visitor heritage: Primary urban pilgrimage destination on samastipur.nic.in..,APPROVE FOR INGESTION
171,Samastipur,Mangalgarh Archaeological Mound,Mangalgarh Fort,historical,Ancient Fortified Settlement Mound,25.7512,86.0412,APPROVED-CANDIDATE,MEDIUM,District Administration Samastipur (NIC Portal),https://samastipur.nic.in/tourist-places/,"Directorate of Archaeology & Museums, Bihar",https://yac.bihar.gov.in/,"Verified coordinates (25.7512, 86.0412) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Significant historical site of Central Mithila.,EXACT - PINPOINT VERIFIED,Verified by District Administration Samastipur (NIC Portal). Destination features legitimate visitor heritage: Significant historical site of Central Mithila..,APPROVE FOR INGESTION
172,Saran,Chirand Archaeological Site,Chirand Neolithic Mound,historical,Internationally Acclaimed Neolithic Site / State Protected,25.7125,84.8125,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,District Administration Saran,https://saran.nic.in/tourist-places/,"Verified coordinates (25.7125, 84.8125) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"One of the most important prehistoric and ancient archaeological monuments in the Indian subcontinent, State Protected.",EXACT - PINPOINT VERIFIED,"Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: One of the most important prehistoric and ancient archaeological monuments in the Indian subcontinent, State Protected..",APPROVE FOR INGESTION
173,Saran,Sonepur Hariharnath Temple & Mela Ground,Harihar Kshetra / Sonepur Fair,cultural,Sacred Confluence Temple & Asia's Largest Cattle Fair,25.6985,85.1845,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Incredible India (Ministry of Tourism),https://www.incredibleindia.org/,"Verified coordinates (25.6985, 85.1845) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Globally celebrated cultural festival and premier pilgrimage stop on Bihar Tourism calendar.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Globally celebrated cultural festival and premier pilgrimage stop on Bihar Tourism calendar..",APPROVE FOR INGESTION
174,Saran,"Ambika Sthan, Aami",Aami Mandir,temple,Ancient Shaktipeeth & Yajna Kund,25.7215,84.9512,APPROVED-CANDIDATE,HIGH,District Administration Saran (NIC Portal),https://saran.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.7215, 84.9512) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Major Shakti pilgrimage destination officially featured on saran.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Saran (NIC Portal). Destination features legitimate visitor heritage: Major Shakti pilgrimage destination officially featured on saran.nic.in..,APPROVE FOR INGESTION
175,Saran,"Gautam Asthan, Revelganj",Maharshi Gautam Ashram,cultural,Hermitage of Sage Gautama / Ramayana Heritage,25.7812,84.6712,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.7812, 84.6712) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Official Ramayana Circuit destination in western Bihar.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Official Ramayana Circuit destination in western Bihar..",APPROVE FOR INGESTION
176,Saran,Silhauri Shiva Temple,Shilnath Mahadev Mandir,temple,Ancient Temple & Shivratri Fair,25.8812,84.8124,APPROVED-CANDIDATE,HIGH,District Administration Saran (NIC Portal),https://saran.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.8812, 84.8124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Featured place of religious interest on saran.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Saran (NIC Portal). Destination features legitimate visitor heritage: Featured place of religious interest on saran.nic.in..,APPROVE FOR INGESTION
177,Saran,Manjhi Fort Ruins & Ancient City,Manjhi Archaeological Mound,historical,Ancient Fortified River Port / ASI Monument,25.8215,84.5812,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,District Administration Saran,https://saran.nic.in/tourist-places/,"Verified coordinates (25.8215, 84.5812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,ASI Centrally Protected Monument of National Importance.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument of National Importance..,APPROVE FOR INGESTION
178,Sheikhpura,"Sri Vishnu Dham, Samas",Samas Vishnu Mandir,temple,Colossal Pala Vishnu Monolith / Archaeological Site,25.2154,85.7412,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,"Directorate of Archaeology & Museums, Bihar",https://yac.bihar.gov.in/,"Verified coordinates (25.2154, 85.7412) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Prime religious and archaeological landmark in Sheikhpura district, drawing pilgrims from all over Bihar.",EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Prime religious and archaeological landmark in Sheikhpura district, drawing pilgrims from all over Bihar..",APPROVE FOR INGESTION
179,Sheikhpura,Girihinda Pahar & Shiv Temple,Girihinda Hill,mountain,Scenic Hilltop Temple & Panoramic Viewpoint,25.1385,85.8512,APPROVED-CANDIDATE,HIGH,District Administration Sheikhpura (NIC Portal),https://sheikhpura.nic.in/tourist-places/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (25.1385, 85.8512) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Most popular scenic and spiritual destination on sheikhpura.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Sheikhpura (NIC Portal). Destination features legitimate visitor heritage: Most popular scenic and spiritual destination on sheikhpura.nic.in..,APPROVE FOR INGESTION
180,Sheikhpura,Arghauti Pokhar,Arghauti Historic Tank,lake,Heritage Water Reservoir,25.1412,85.8612,APPROVED-CANDIDATE,HIGH,District Administration Sheikhpura (NIC Portal),https://sheikhpura.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.1412, 85.8612) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Documented place of civic and cultural heritage on sheikhpura.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Sheikhpura (NIC Portal). Destination features legitimate visitor heritage: Documented place of civic and cultural heritage on sheikhpura.nic.in..,APPROVE FOR INGESTION
181,Sheohar,"Baba Bhuwaneshwar Nath Temple, Dekuli",Dekuli Dham / Devkuli Mandir,temple,Ancient Dvapara-Yuga Shiva Shrine,26.4812,85.3125,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.4812, 85.3125) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Foremost cultural and spiritual pilgrimage destination in Sheohar district, officially highlighted on sheohar.nic.in.",EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Foremost cultural and spiritual pilgrimage destination in Sheohar district, officially highlighted on sheohar.nic.in..",APPROVE FOR INGESTION
182,Sheohar,Sheohar Raj Palace,Sheohar Estate Kothi,historical,Colonial Estate Architecture,26.5125,85.2912,APPROVED-CANDIDATE,MEDIUM,District Administration Sheohar (NIC Portal),https://sheohar.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.5125, 85.2912) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Primary historical landmark of Sheohar town.,EXACT - PINPOINT VERIFIED,Verified by District Administration Sheohar (NIC Portal). Destination features legitimate visitor heritage: Primary historical landmark of Sheohar town..,APPROVE FOR INGESTION
183,Sitamarhi,Janaki Sthan Temple,Janaki Mandir Sitamarhi,temple,Devi Sita Birthplace Shrine,26.5933,85.4882,DUPLICATE / ALIAS,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.5933, 85.4882) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",25,EXACT MATCH,CONFIRMED,Foremost cultural symbol of Sitamarhi district.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Foremost cultural symbol of Sitamarhi district..",KEEP EXISTING
184,Sitamarhi,Punaura Dham,Maa Janaki Janmabhoomi,temple,Officially Recognized Sita Birthplace / Central PRASAD Project,26.6125,85.4512,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,District Administration Sitamarhi,https://sitamarhi.nic.in/tourist-places/,"Verified coordinates (26.6125, 85.4512) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"National flagship pilgrimage center under Government of India's PRASAD scheme, major stop on Ramayana Circuit.",EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: National flagship pilgrimage center under Government of India's PRASAD scheme, major stop on Ramayana Circuit..",APPROVE FOR INGESTION
185,Sitamarhi,Haleshwar Sthan,Haleshwar Nath Mahadev,temple,Ancient Shiva Temple / Ramayana Heritage,26.6215,85.4712,APPROVED-CANDIDATE,HIGH,District Administration Sitamarhi (NIC Portal),https://sitamarhi.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.6215, 85.4712) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Important Ramayana Circuit shrine officially documented on sitamarhi.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Sitamarhi (NIC Portal). Destination features legitimate visitor heritage: Important Ramayana Circuit shrine officially documented on sitamarhi.nic.in..,APPROVE FOR INGESTION
186,Sitamarhi,Panth Pakar,Panthpakar Banyan Tree,cultural,Centuries-Old Sacred Banyan Tree / Heritage,26.6512,85.5412,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.6512, 85.5412) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Sacred living heritage monument on the Ramayana Circuit.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Sacred living heritage monument on the Ramayana Circuit..",APPROVE FOR INGESTION
187,Sitamarhi,Bagahi Dham,Bagahi Monastery,cultural,Spiritual Math & Temple Complex,26.6412,85.7125,APPROVED-CANDIDATE,MEDIUM,District Administration Sitamarhi (NIC Portal),https://sitamarhi.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.6412, 85.7125) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Prominent cultural retreat in eastern Sitamarhi.,EXACT - PINPOINT VERIFIED,Verified by District Administration Sitamarhi (NIC Portal). Destination features legitimate visitor heritage: Prominent cultural retreat in eastern Sitamarhi..,APPROVE FOR INGESTION
188,Siwan,Zeeradei (Dr. Rajendra Prasad Ancestral House),Jiradei Smarak,historical,National Memorial / First President Birthplace / ASI,26.2345,84.2485,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (26.2345, 84.2485) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"ASI Centrally Protected Monument of profound national importance, visited by national leaders.",EXACT - PINPOINT VERIFIED,"Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument of profound national importance, visited by national leaders..",APPROVE FOR INGESTION
189,Siwan,"Baba Mahendra Nath Temple, Mehdar",Mehdar Dham / Kamal Dah Sarovar,temple,Ancient Shiva Temple & 551-Bigha Sacred Pond,26.0412,84.4512,APPROVED-CANDIDATE,HIGH,District Administration Siwan (NIC Portal),https://siwan.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.0412, 84.4512) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Foremost religious pilgrimage site in Siwan district, officially featured on siwan.nic.in.",EXACT - PINPOINT VERIFIED,"Verified by District Administration Siwan (NIC Portal). Destination features legitimate visitor heritage: Foremost religious pilgrimage site in Siwan district, officially featured on siwan.nic.in..",APPROVE FOR INGESTION
190,Siwan,Sohagara Dham,Baba Hansnath Mandir,temple,Ancient Shiva Temple & Sacred Well,26.1912,84.0954,APPROVED-CANDIDATE,HIGH,District Administration Siwan (NIC Portal),https://siwan.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.1912, 84.0954) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Prominent border pilgrimage center officially documented on siwan.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Siwan (NIC Portal). Destination features legitimate visitor heritage: Prominent border pilgrimage center officially documented on siwan.nic.in..,APPROVE FOR INGESTION
191,Siwan,Amar Shahid Umakant Smarak,Umakant Prasad Memorial,historical,1942 Quit India Martyr Memorial,26.1512,84.3412,APPROVED-CANDIDATE,MEDIUM,District Administration Siwan (NIC Portal),https://siwan.nic.in/tourist-places/,Sahitya Akademi & National Archives of India,https://sahitya-akademi.gov.in/,"Verified coordinates (26.1512, 84.3412) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Nationalist freedom movement pilgrimage site.,EXACT - PINPOINT VERIFIED,Verified by District Administration Siwan (NIC Portal). Destination features legitimate visitor heritage: Nationalist freedom movement pilgrimage site..,APPROVE FOR INGESTION
192,Supaul,"Kosi Barrage, Birpur",Birpur Kosi Barrage & Dam,tourist_spot,Mega Water Engineering Heritage & Viewpoint,26.5185,86.9312,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.5185, 86.9312) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Premier engineering landmark and scenic sunset tourism destination in Kosi division.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Premier engineering landmark and scenic sunset tourism destination in Kosi division..",APPROVE FOR INGESTION
193,Supaul,"Kapileshwar Mandir, Supaul",Kapileshwar Nath Dham,temple,Ancient Shiva Temple,26.1812,86.5812,APPROVED-CANDIDATE,HIGH,District Administration Supaul (NIC Portal),https://supaul.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.1812, 86.5812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Prominent religious destination officially highlighted on supaul.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Supaul (NIC Portal). Destination features legitimate visitor heritage: Prominent religious destination officially highlighted on supaul.nic.in..,APPROVE FOR INGESTION
194,Supaul,Tileshwar Mandir,Tileshwar Nath Dham,temple,Historic Shiva Temple,26.1215,86.6124,APPROVED-CANDIDATE,MEDIUM,District Administration Supaul (NIC Portal),https://supaul.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (26.1215, 86.6124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Documented place of tourist interest on supaul.nic.in.,EXACT - PINPOINT VERIFIED,Verified by District Administration Supaul (NIC Portal). Destination features legitimate visitor heritage: Documented place of tourist interest on supaul.nic.in..,APPROVE FOR INGESTION
195,Vaishali,Vaishali - Birthplace of Democracy,Vaishali Historical Complex,historical,World's First Republic / Ancient City,25.9848,85.1275,DUPLICATE / ALIAS,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.9848, 85.1275) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",10,EXACT MATCH,CONFIRMED,Global heritage and Buddhist-Jain pilgrimage destination.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: Global heritage and Buddhist-Jain pilgrimage destination..,KEEP EXISTING
196,Vaishali,"Ashokan Pillar & Ananda Stupa, Kolhua",Kolhua Lion Pillar,historical,Complete Ashokan Pillar & Stupa / ASI Monument,26.0125,85.1124,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (26.0125, 85.1124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,ASI Centrally Protected Monument of National Importance.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument of National Importance..,APPROVE FOR INGESTION
