full_path,filename,extension,size_bytes,category,purpose,referenced_by,dependencies,safe_to_move,is_temporary,secret_present
D:\HiddenYatra\requirements.txt,requirements.txt,.txt,258,M. CONFIGURATION,Core application or environment configuration,Dockerfile; INSTALL.md; render.yaml; SECURITY_REPORT.md; deploy/deploy.sh,None,NO (MUST REMAIN IN ROOT),NO,NO
D:\HiddenYatra\SECURITY_REPORT.md,SECURITY_REPORT.md,.md,2787,O. GENERATED REPORTS,"Historical audit, phase log, or regression report markdown",scratch/generate_all_structure_audit_reports.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\TeamSingularity.pptx,TeamSingularity.pptx,.pptx,27364435,L. DOCUMENTATION,Project presentation pitch deck,scratch/generate_all_structure_audit_reports.py,None,REVIEW,NO,NO
D:\HiddenYatra\TECH_DEBT.md,TECH_DEBT.md,.md,1086,L. DOCUMENTATION,Documentation or notes markdown,No direct code references found,None,YES (SAFE TO MOVE),NO,NO
D:\HiddenYatra\UIUX_AUDIT_REPORT.md,UIUX_AUDIT_REPORT.md,.md,31821,O. GENERATED REPORTS,"Historical audit, phase log, or regression report markdown",UIUX_AUDIT_SUMMARY.md; scratch/generate_all_structure_audit_reports.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\UIUX_AUDIT_SUMMARY.md,UIUX_AUDIT_SUMMARY.md,.md,12228,O. GENERATED REPORTS,"Historical audit, phase log, or regression report markdown",scratch/generate_all_structure_audit_reports.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\UIUX_FIX_REPORT.md,UIUX_FIX_REPORT.md,.md,16049,O. GENERATED REPORTS,"Historical audit, phase log, or regression report markdown",scratch/generate_all_structure_audit_reports.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\wsgi.py,wsgi.py,.py,113,N. DEPLOYMENT,"Production deployment, container, or server configuration",scratch/comprehensive_structure_auditor.py; scratch/generate_all_structure_audit_reports.py,from app import create_app,NO (MUST REMAIN IN ROOT),NO,NO
D:\HiddenYatra\dem_input\N24E083.hgt,N24E083.hgt,.hgt,25934402,Q. UNKNOWN / MANUAL REVIEW,Unclassified file requiring manual inspection,scripts/preprocess_dem_tiles.py; scripts/validate_dem_inputs.py; static/data/terrain/bihar/manifest.json; tests/test_hymap_terrain_tiles.py,None,REVIEW,NO,NO
D:\HiddenYatra\dem_input\N24E084.hgt,N24E084.hgt,.hgt,25934402,Q. UNKNOWN / MANUAL REVIEW,Unclassified file requiring manual inspection,scripts/preprocess_dem_tiles.py; scripts/validate_dem_inputs.py; static/data/terrain/bihar/manifest.json; tests/test_hymap_terrain_tiles.py,None,REVIEW,NO,NO
D:\HiddenYatra\dem_input\N24E085.hgt,N24E085.hgt,.hgt,25934402,Q. UNKNOWN / MANUAL REVIEW,Unclassified file requiring manual inspection,scripts/preprocess_dem_tiles.py; scripts/validate_dem_inputs.py; static/data/terrain/bihar/manifest.json; tests/test_hymap_terrain_tiles.py,None,REVIEW,NO,NO
D:\HiddenYatra\dem_input\N24E086.hgt,N24E086.hgt,.hgt,25934402,Q. UNKNOWN / MANUAL REVIEW,Unclassified file requiring manual inspection,scripts/preprocess_dem_tiles.py; scripts/validate_dem_inputs.py; static/data/terrain/bihar/manifest.json; tests/test_hymap_terrain_tiles.py,None,REVIEW,NO,NO
D:\HiddenYatra\dem_input\N24E087.hgt,N24E087.hgt,.hgt,25934402,Q. UNKNOWN / MANUAL REVIEW,Unclassified file requiring manual inspection,scripts/preprocess_dem_tiles.py; scripts/validate_dem_inputs.py; static/data/terrain/bihar/manifest.json; tests/test_hymap_terrain_tiles.py,None,REVIEW,NO,NO
D:\HiddenYatra\dem_input\N25E085.hgt,N25E085.hgt,.hgt,25934402,Q. UNKNOWN / MANUAL REVIEW,Unclassified file requiring manual inspection,scripts/preprocess_dem_tiles.py; scripts/validate_dem_inputs.py; static/data/terrain/bihar/manifest.json; tests/test_hymap_terrain_tiles.py,None,REVIEW,NO,NO
D:\HiddenYatra\deploy\backup.sh,backup.sh,.sh,2139,N. DEPLOYMENT,"Production deployment, container, or server configuration",deploy/deploy.sh,None,NO (KEEP IN deploy/),YES,NO
D:\HiddenYatra\deploy\deploy.sh,deploy.sh,.sh,7427,N. DEPLOYMENT,"Production deployment, container, or server configuration",No direct code references found,None,NO (KEEP IN deploy/),NO,YES
D:\HiddenYatra\deploy\hiddenyatra.service,hiddenyatra.service,.service,1508,N. DEPLOYMENT,"Production deployment, container, or server configuration",FINAL_ENGINEERING_REPORT.md; deploy/deploy.sh; docs/Deployment.md; docs/SYSTEM_AUDIT_REPORT.md; scratch/generate_all_structure_audit_reports.py,None,NO (KEEP IN deploy/),NO,NO
D:\HiddenYatra\deploy\nginx.conf,nginx.conf,.conf,4520,N. DEPLOYMENT,"Production deployment, container, or server configuration",docker-compose.yml; FINAL_ENGINEERING_REPORT.md; deploy/deploy.sh; docs/SYSTEM_AUDIT_REPORT.md; scratch/generate_all_structure_audit_reports.py,None,NO (KEEP IN deploy/),NO,NO
D:\HiddenYatra\docs\AI_TRIP_PLANNER_SPECS.md,AI_TRIP_PLANNER_SPECS.md,.md,3049,L. DOCUMENTATION,"Project architecture, installation, or user documentation",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\docs\API.md,API.md,.md,5378,L. DOCUMENTATION,"Project architecture, installation, or user documentation",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\docs\Architecture.md,Architecture.md,.md,4320,L. DOCUMENTATION,"Project architecture, installation, or user documentation",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\docs\Database.md,Database.md,.md,4305,L. DOCUMENTATION,"Project architecture, installation, or user documentation",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\docs\DATABASE_DATA_DICTIONARY.md,DATABASE_DATA_DICTIONARY.md,.md,4689,L. DOCUMENTATION,"Project architecture, installation, or user documentation",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\docs\Deployment.md,Deployment.md,.md,5678,L. DOCUMENTATION,"Project architecture, installation, or user documentation",No direct code references found,None,REVIEW,NO,YES
D:\HiddenYatra\docs\DeveloperGuide.md,DeveloperGuide.md,.md,5985,L. DOCUMENTATION,"Project architecture, installation, or user documentation",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\docs\DISCOVERY_FEATURES.md,DISCOVERY_FEATURES.md,.md,2170,L. DOCUMENTATION,"Project architecture, installation, or user documentation",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\docs\HACKATHON_JUDGING_PACKAGE.md,HACKATHON_JUDGING_PACKAGE.md,.md,5152,L. DOCUMENTATION,"Project architecture, installation, or user documentation",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\docs\SYSTEM_AUDIT_REPORT.md,SYSTEM_AUDIT_REPORT.md,.md,9008,L. DOCUMENTATION,"Project architecture, installation, or user documentation",No direct code references found,None,REVIEW,NO,NO
D:\HiddenYatra\models\admin_db.py,admin_db.py,.py,20157,B. BACKEND,"Backend data model, database schema, or business engine",CODE_SMELLS.md; SECURITY_REPORT.md; models/database.py; models/__init__.py; routes/admin.py,"import os; import logging; from models.connection import get_db, get_cursor, _slugify; from config import SUBMISSION_UPLOAD; import time as _t; from datetime import datetime",REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\archaeology.py,archaeology.py,.py,15895,B. BACKEND,"Backend data model, database schema, or business engine",docs/Architecture.md; models/search_engine.py; routes/api.py; routes/main.py; tests/test_archaeology.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\auth.py,auth.py,.py,7471,B. BACKEND,"Backend data model, database schema, or business engine",AUDIT.md; FIXES.md; SECURITY_REPORT.md; models/database.py; models/__init__.py,"import hashlib; import secrets; import logging; from datetime import datetime; import pymysql; from models.connection import get_db, get_cursor, _escape_like",REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\budget_planner.py,budget_planner.py,.py,7844,B. BACKEND,"Backend data model, database schema, or business engine",docs/Architecture.md; routes/api.py; routes/main.py; tests/test_budget_planner.py; tests/test_milestone_138.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\circuits.py,circuits.py,.py,8996,B. BACKEND,"Backend data model, database schema, or business engine",docs/DISCOVERY_FEATURES.md; models/itineraries.py; models/search_engine.py; routes/api.py; routes/main.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\connection.py,connection.py,.py,8962,B. BACKEND,"Backend data model, database schema, or business engine",POST_BATCH1_REGRESSION_REPORT.md; POST_BATCH2_REGRESSION_REPORT.md; models/admin_db.py; models/auth.py; models/database.py,"import os; import logging; import threading; from contextlib import contextmanager; from models.text_utils import slugify, _slugify, _escape_like; import pymysql",REVIEW (HIGH-RISK),NO,YES
D:\HiddenYatra\models\constants.py,constants.py,.py,1633,B. BACKEND,"Backend data model, database schema, or business engine",models/database.py; models/__init__.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\crafts.py,crafts.py,.py,6682,B. BACKEND,"Backend data model, database schema, or business engine",docs/DISCOVERY_FEATURES.md; models/search_engine.py; routes/api.py; routes/main.py; tests/test_crafts.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\database.py,database.py,.py,5606,B. BACKEND,"Backend data model, database schema, or business engine",app.py; FINAL_ENGINEERING_REPORT.md; POST_BATCH4_REGRESSION_REPORT.md; POST_BATCH5_REGRESSION_REPORT.md; POST_BATCH6_REGRESSION_REPORT.md,from models.text_utils import (; from models.connection import (; from models.constants import (; from models.auth import (; from models.places import (; from models.districts import (,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\districts.py,districts.py,.py,15833,B. BACKEND,"Backend data model, database schema, or business engine",AUDIT.md; REFACTOR_PLAN.md; models/database.py; models/__init__.py; scratch/generate_all_structure_audit_reports.py,"import os; import logging; import pymysql; from models.connection import get_db, get_cursor, slugify; from config import BASE_DIR; from collections import defaultdict",REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\eco.py,eco.py,.py,2535,B. BACKEND,"Backend data model, database schema, or business engine",docs/DISCOVERY_FEATURES.md; routes/api.py; routes/main.py; tests/test_discovery_contract.py; tests/test_eco.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\festivals.py,festivals.py,.py,5752,B. BACKEND,"Backend data model, database schema, or business engine",docs/DISCOVERY_FEATURES.md; models/itineraries.py; models/search_engine.py; routes/api.py; routes/main.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\gastronomy.py,gastronomy.py,.py,10432,B. BACKEND,"Backend data model, database schema, or business engine",docs/Architecture.md; models/search_engine.py; routes/api.py; routes/main.py; tests/test_gastronomy.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\guides.py,guides.py,.py,8725,B. BACKEND,"Backend data model, database schema, or business engine",docs/Architecture.md; models/search_engine.py; routes/api.py; routes/main.py; tests/test_guides.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\hosts.py,hosts.py,.py,15364,B. BACKEND,"Backend data model, database schema, or business engine",models/stay_requests.py; routes/admin.py; routes/host.py; routes/stays.py; tests/test_hosts.py,"import hashlib; import logging; from models.connection import get_cursor, get_db; from datetime import datetime, date",REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\intellectual_heritage.py,intellectual_heritage.py,.py,10430,B. BACKEND,"Backend data model, database schema, or business engine",docs/Architecture.md; models/search_engine.py; routes/api.py; routes/main.py; tests/test_intellectual_heritage.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\itineraries.py,itineraries.py,.py,8012,B. BACKEND,"Backend data model, database schema, or business engine",models/database.py; models/__init__.py; routes/itinerary.py; scratch/generate_all_structure_audit_reports.py; tests/test_itinerary.py,"import json; import logging; from models.connection import get_cursor; from models.festivals import get_festivals_by_month, get_all_festivals; from models.circuits import get_all_circuits",REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\listings.py,listings.py,.py,25395,B. BACKEND,"Backend data model, database schema, or business engine",models/stay_requests.py; routes/host.py; routes/stays.py,import os; import re; import uuid; import logging; from models.connection import get_cursor; import json,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\panoramas.py,panoramas.py,.py,10660,B. BACKEND,"Backend data model, database schema, or business engine",FINAL_PRE_SUBMISSION_AUDIT.md; docs/Architecture.md; models/search_engine.py; routes/api.py; routes/main.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\performing_arts.py,performing_arts.py,.py,10727,B. BACKEND,"Backend data model, database schema, or business engine",docs/Architecture.md; models/search_engine.py; routes/api.py; routes/main.py; tests/test_milestone_138.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\places.py,places.py,.py,35659,B. BACKEND,"Backend data model, database schema, or business engine",AUDIT.md; FINAL_PRE_SUBMISSION_AUDIT.md; MAP_FIX_CHANGELOG.md; MAP_FIX_TEST_REPORT.md; REFACTOR_PLAN.md,"import os; import math; import logging; from datetime import datetime; from models.connection import get_db, get_cursor, slugify, _escape_like; from config import UPLOAD_FOLDER",REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\quiz.py,quiz.py,.py,7348,B. BACKEND,"Backend data model, database schema, or business engine",docs/Architecture.md; routes/api.py; routes/main.py; tests/test_milestone_138.py; tests/test_quiz.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\reviews.py,reviews.py,.py,2437,B. BACKEND,"Backend data model, database schema, or business engine",FIXES.md; models/database.py; models/__init__.py; scratch/generate_all_structure_audit_reports.py,import logging; from models.connection import get_cursor,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\safety.py,safety.py,.py,13300,B. BACKEND,"Backend data model, database schema, or business engine",docs/Architecture.md; routes/api.py; routes/main.py; scratch/generate_all_structure_audit_reports.py; tests/test_milestone_52.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\search_engine.py,search_engine.py,.py,68782,B. BACKEND,"Backend data model, database schema, or business engine",app.py; JEHANABAD_38_OF_38_REGRESSION_REPORT.md; MAP_FIX_TEST_REPORT.md; POST_BATCH1_REGRESSION_REPORT.md; POST_BATCH2_REGRESSION_REPORT.md,import re; import math; import logging; import threading; import time; import unicodedata,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\services.py,services.py,.py,39379,B. BACKEND,"Backend data model, database schema, or business engine",FINAL_ENGINEERING_REPORT.md; INSTALL.md; REFACTOR_PLAN.md; models/database.py; models/__init__.py,"import os; import math; import logging; import pymysql; from models.connection import get_db, get_cursor, _escape_like; from flask import has_app_context, current_app",REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\souvenirs.py,souvenirs.py,.py,9284,B. BACKEND,"Backend data model, database schema, or business engine",docs/Architecture.md; models/search_engine.py; routes/api.py; routes/main.py; tests/test_milestone_138.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\stay_requests.py,stay_requests.py,.py,25711,B. BACKEND,"Backend data model, database schema, or business engine",models/database.py; routes/admin.py; routes/host.py; routes/stays.py; scratch/generate_all_structure_audit_reports.py,"import logging; from datetime import datetime, date, timedelta; from models.connection import get_cursor; from models.hosts import _notify; from models.listings import get_listing_by_id; from models.hosts import get_host_profile_by_id",REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\text_utils.py,text_utils.py,.py,655,B. BACKEND,"Backend data model, database schema, or business engine",models/connection.py; models/database.py; models/__init__.py,import re,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\transport.py,transport.py,.py,11704,B. BACKEND,"Backend data model, database schema, or business engine",docs/Architecture.md; routes/api.py; routes/main.py; tests/test_milestone_52.py; tests/test_transport.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\treks.py,treks.py,.py,10038,B. BACKEND,"Backend data model, database schema, or business engine",docs/Architecture.md; models/search_engine.py; routes/api.py; routes/main.py; tests/test_milestone_138.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\volunteer.py,volunteer.py,.py,6802,B. BACKEND,"Backend data model, database schema, or business engine",docs/Architecture.md; routes/api.py; routes/main.py; tests/test_milestone_34.py; tests/test_volunteer.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\weather.py,weather.py,.py,11860,B. BACKEND,"Backend data model, database schema, or business engine",docs/Architecture.md; routes/api.py; routes/main.py; scratch/generate_all_structure_audit_reports.py; tests/test_milestone_138.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\wildlife.py,wildlife.py,.py,10916,B. BACKEND,"Backend data model, database schema, or business engine",docs/Architecture.md; models/search_engine.py; routes/api.py; routes/main.py; tests/test_milestone_34.py,None,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\wishlists.py,wishlists.py,.py,4439,B. BACKEND,"Backend data model, database schema, or business engine",models/database.py; models/__init__.py,import logging; import pymysql; from models.connection import get_cursor,REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\models\__init__.py,__init__.py,.py,616,B. BACKEND,"Backend data model, database schema, or business engine",.gitignore; scratch/generate_all_structure_audit_reports.py,"from models.text_utils import slugify, _slugify, _escape_like; from models.connection import get_db, get_cursor, init_db; from models.constants import PLACE_CATEGORIES, SPECIALTY_CATEGORIES, ACCOMMODATION_TYPES, SERVICE_GROUP_ORDER, get_category_label; from models.auth import *; from models.places import *; from models.districts import *",REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\routes\admin.py,admin.py,.py,66504,B. BACKEND,Flask Blueprint route handler / API controller,app.py; AUDIT.md; CODE_SMELLS.md; FIXES.md; REFACTOR_PLAN.md,import os; import uuid; import time as _time; import logging; from flask import (; from werkzeug.utils import secure_filename,REVIEW (HIGH-RISK),NO,YES
D:\HiddenYatra\routes\api.py,api.py,.py,64570,B. BACKEND,Flask Blueprint route handler / API controller,app.py; FINAL_ENGINEERING_REPORT.md; MAP_FIX_CHANGELOG.md; MAP_FIX_TEST_REPORT.md; POST_BATCH7_REGRESSION_REPORT.md,"import time; from flask import Blueprint, request, jsonify, session; from models.database import (; from utils import csrf_required, get_session_id as _get_session_id; from models.search_engine import levenshtein_distance, normalize_compact; from models.places import calculate_haversine_distance, get_places_by_filter",REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\routes\auth.py,auth.py,.py,17205,B. BACKEND,Flask Blueprint route handler / API controller,app.py; AUDIT.md; FIXES.md; SECURITY_REPORT.md; scratch/generate_all_structure_audit_reports.py,"import re; import time as _time; from flask import Blueprint, render_template, request, redirect, url_for, flash, session; from models.database import (; from utils.email_otp import generate_otp, save_otp, verify_otp, send_otp_email; from utils import csrf_required, login_required, get_session_id as _get_session_id",REVIEW (HIGH-RISK),NO,YES
D:\HiddenYatra\routes\community.py,community.py,.py,8696,B. BACKEND,Flask Blueprint route handler / API controller,app.py; FIXES.md; scratch/generate_all_structure_audit_reports.py,"import os; import json; import logging; from flask import Blueprint, render_template, request, redirect, url_for, flash, session, jsonify; from config import SUBMISSION_UPLOAD, allowed_file, validate_image_file, check_file_size; from models.database import (",REVIEW (HIGH-RISK),NO,NO
D:\HiddenYatra\routes\host.py,host.py,.py,34116,B. BACKEND,Flask Blueprint route handler / API controller,app.py; FIXES.md; scratch/generate_all_structure_audit_reports.py,import os; import uuid; import logging; from flask import (; from werkzeug.utils import secure_filename; from PIL import Image,REVIEW (HIGH-RISK),NO,NO
